#Name	PEP_START	PEP_END	DOM_START	DOM_END
5HT3E_HUMAN_TRANSMEM3	308	377	308	328
5HT3E_HUMAN_TRANSMEM4	434	503	434	454
5HT4R_HUMAN_TRANSMEM1	20	89	20	40
5HT4R_HUMAN_TRANSMEM2	59	128	59	79
5HT4R_HUMAN_TRANSMEM3	94	163	94	116
5HT4R_HUMAN_TRANSMEM4	138	207	138	158
5HT4R_HUMAN_TRANSMEM5	193	262	193	213
5HT4R_HUMAN_TRANSMEM6	261	330	261	281
5HT4R_HUMAN_TRANSMEM7	295	364	295	315
5HT5A_HUMAN_TRANSMEM1	41	110	41	63
5HT5A_HUMAN_TRANSMEM2	79	148	79	99
5HT5A_HUMAN_TRANSMEM3	116	185	116	137
5HT5A_HUMAN_TRANSMEM4	159	228	159	181
5HT5A_HUMAN_TRANSMEM5	199	268	199	219
5HT5A_HUMAN_TRANSMEM6	283	352	283	303
5HT5A_HUMAN_TRANSMEM7	321	390	321	341
5HT6R_HUMAN_TRANSMEM1	35	104	35	57
5HT6R_HUMAN_TRANSMEM2	65	134	65	85
5HT6R_HUMAN_TRANSMEM3	101	170	101	122
5HT6R_HUMAN_TRANSMEM4	145	214	145	166
5HT6R_HUMAN_TRANSMEM5	185	254	185	208
5HT6R_HUMAN_TRANSMEM6	266	335	266	290
5HT6R_HUMAN_TRANSMEM7	296	365	296	320
5HT7R_HUMAN_TRANSMEM1	84	153	84	104
5HT7R_HUMAN_TRANSMEM2	118	187	118	138
5HT7R_HUMAN_TRANSMEM3	158	227	158	178
5HT7R_HUMAN_TRANSMEM4	202	271	202	222
5HT7R_HUMAN_TRANSMEM5	237	306	237	257
5HT7R_HUMAN_TRANSMEM6	326	395	326	346
5HT7R_HUMAN_TRANSMEM7	368	437	368	388
A3LT2_HUMAN_TRANSMEM1	13	82	13	32
A4GAT_HUMAN_TRANSMEM1	23	92	23	43
A4GCT_HUMAN_TRANSMEM1	5	74	5	25
A4_HUMAN_TRANSMEM1	702	771	702	722
AA1R_HUMAN_TRANSMEM1	11	80	11	33
AA1R_HUMAN_TRANSMEM2	47	116	47	69
AA1R_HUMAN_TRANSMEM3	81	150	81	102
AA1R_HUMAN_TRANSMEM4	124	193	124	146
AA1R_HUMAN_TRANSMEM5	177	246	177	201
AA1R_HUMAN_TRANSMEM6	236	305	236	259
AA1R_HUMAN_TRANSMEM7	268	337	268	292
AA2AR_HUMAN_TRANSMEM1	8	77	8	32
AA2AR_HUMAN_TRANSMEM2	43	112	43	66
AA2AR_HUMAN_TRANSMEM3	78	147	78	100
AA2AR_HUMAN_TRANSMEM4	121	190	121	143
AA2AR_HUMAN_TRANSMEM5	174	243	174	198
AA2AR_HUMAN_TRANSMEM6	235	304	235	258
AA2AR_HUMAN_TRANSMEM7	267	336	267	290
AA2BR_HUMAN_TRANSMEM1	9	78	9	33
AA2BR_HUMAN_TRANSMEM2	44	113	44	67
AA2BR_HUMAN_TRANSMEM3	79	148	79	101
AA2BR_HUMAN_TRANSMEM4	122	191	122	144
AA2BR_HUMAN_TRANSMEM5	179	248	179	203
AA2BR_HUMAN_TRANSMEM6	236	305	236	259
AA2BR_HUMAN_TRANSMEM7	268	337	268	291
AA3R_HUMAN_TRANSMEM1	15	84	15	37
AA3R_HUMAN_TRANSMEM2	49	118	49	72
AA3R_HUMAN_TRANSMEM3	85	154	85	106
AA3R_HUMAN_TRANSMEM4	127	196	127	148
AA3R_HUMAN_TRANSMEM5	178	247	178	198
AA3R_HUMAN_TRANSMEM6	232	301	232	255
AA3R_HUMAN_TRANSMEM7	262	331	262	284
AAA1_HUMAN_TRANSMEM1	40	109	40	60
AAA1_HUMAN_TRANSMEM2	72	141	72	92
AAA1_HUMAN_TRANSMEM3	113	182	113	133
AAA1_HUMAN_TRANSMEM4	268	337	268	288
AAA1_HUMAN_TRANSMEM5	310	379	310	330
AAA1_HUMAN_TRANSMEM6	362	431	362	382
AAA1_HUMAN_TRANSMEM7	388	457	388	408
AAA1_HUMAN_TRANSMEM8	424	493	424	444
AAA1_HUMAN_TRANSMEM9	448	517	448	468
AAAD_HUMAN_TRANSMEM1	6	75	6	23
AAAT_HUMAN_TRANSMEM1	52	121	52	81
AAAT_HUMAN_TRANSMEM2	95	164	95	116
AAAT_HUMAN_TRANSMEM3	131	200	131	153
AAAT_HUMAN_TRANSMEM4	225	294	225	248
AAAT_HUMAN_TRANSMEM5	258	327	258	285
AAAT_HUMAN_TRANSMEM6	307	376	307	328
AAAT_HUMAN_TRANSMEM7	374	443	374	400
AAAT_HUMAN_TRANSMEM8	461	530	461	482
ABCA1_HUMAN_TRANSMEM1	22	91	22	42
ABCA1_HUMAN_TRANSMEM2	640	709	640	660
ABCA1_HUMAN_TRANSMEM3	683	752	683	703
ABCA1_HUMAN_TRANSMEM4	716	785	716	736
ABCA1_HUMAN_TRANSMEM5	745	814	745	765
ABCA1_HUMAN_TRANSMEM6	777	846	777	797
ABCA1_HUMAN_TRANSMEM7	827	896	827	847
ABCA1_HUMAN_TRANSMEM8	1041	1110	1041	1057
ABCA1_HUMAN_TRANSMEM9	1351	1420	1351	1371
ABCA1_HUMAN_TRANSMEM10	1657	1726	1657	1677
ABCA1_HUMAN_TRANSMEM11	1703	1772	1703	1723
ABCA1_HUMAN_TRANSMEM12	1735	1804	1735	1755
ABCA1_HUMAN_TRANSMEM13	1768	1837	1768	1788
ABCA1_HUMAN_TRANSMEM14	1802	1871	1802	1822
ABCA1_HUMAN_TRANSMEM15	1852	1921	1852	1872
ABCA2_HUMAN_TRANSMEM1	22	91	22	42
ABCA2_HUMAN_TRANSMEM2	54	123	54	74
ABCA2_HUMAN_TRANSMEM3	699	768	699	719
ABCA2_HUMAN_TRANSMEM4	750	819	750	770
ABCA2_HUMAN_TRANSMEM5	782	851	782	802
ABCA2_HUMAN_TRANSMEM6	813	882	813	833
ABCA2_HUMAN_TRANSMEM7	857	926	857	877
ABCA2_HUMAN_TRANSMEM8	893	962	893	913
ABCA2_HUMAN_TRANSMEM9	1456	1525	1456	1476
ABCA2_HUMAN_TRANSMEM10	1792	1861	1792	1812
ABCA2_HUMAN_TRANSMEM11	1841	1910	1841	1861
ABCA2_HUMAN_TRANSMEM12	1872	1941	1872	1892
ABCA2_HUMAN_TRANSMEM13	1905	1974	1905	1925
ABCA2_HUMAN_TRANSMEM14	1991	2060	1991	2011
ABCA3_HUMAN_TRANSMEM1	22	91	22	42
ABCA3_HUMAN_TRANSMEM2	261	330	261	283
ABCA3_HUMAN_TRANSMEM3	307	376	307	327
ABCA3_HUMAN_TRANSMEM4	344	413	344	364
ABCA3_HUMAN_TRANSMEM5	373	442	373	393
ABCA3_HUMAN_TRANSMEM6	405	474	405	425
ABCA3_HUMAN_TRANSMEM7	447	516	447	467
ABCA3_HUMAN_TRANSMEM8	925	994	925	945
ABCA3_HUMAN_TRANSMEM9	1100	1169	1100	1120
ABCA3_HUMAN_TRANSMEM10	1144	1213	1144	1164
ABCA3_HUMAN_TRANSMEM11	1183	1252	1183	1203
ABCA3_HUMAN_TRANSMEM12	1213	1282	1213	1233
ABCA3_HUMAN_TRANSMEM13	1245	1314	1245	1265
ABCA3_HUMAN_TRANSMEM14	1306	1375	1306	1326
ABCA4_HUMAN_TRANSMEM1	22	91	22	42
ABCA4_HUMAN_TRANSMEM2	647	716	647	667
ABCA4_HUMAN_TRANSMEM3	700	769	700	720
ABCA4_HUMAN_TRANSMEM4	731	800	731	751
ABCA4_HUMAN_TRANSMEM5	760	829	760	780
ABCA4_HUMAN_TRANSMEM6	836	905	836	856
ABCA4_HUMAN_TRANSMEM7	1377	1446	1377	1397
ABCA4_HUMAN_TRANSMEM8	1728	1797	1728	1748
ABCA4_HUMAN_TRANSMEM9	1760	1829	1760	1780
ABCA4_HUMAN_TRANSMEM10	1793	1862	1793	1813
ABCA4_HUMAN_TRANSMEM11	1832	1901	1832	1852
ABCA4_HUMAN_TRANSMEM12	1874	1943	1874	1894
ABCA5_HUMAN_TRANSMEM1	32	101	32	52
ABCA5_HUMAN_TRANSMEM2	220	289	220	240
ABCA5_HUMAN_TRANSMEM3	264	333	264	284
ABCA5_HUMAN_TRANSMEM4	297	366	297	317
ABCA5_HUMAN_TRANSMEM5	328	397	328	348
ABCA5_HUMAN_TRANSMEM6	355	424	355	375
ABCA5_HUMAN_TRANSMEM7	396	465	396	416
ABCA5_HUMAN_TRANSMEM8	866	935	866	886
ABCA5_HUMAN_TRANSMEM9	967	1036	967	987
ABCA5_HUMAN_TRANSMEM10	1021	1090	1021	1041
ABCA5_HUMAN_TRANSMEM11	1071	1140	1071	1091
ABCA5_HUMAN_TRANSMEM12	1102	1171	1102	1122
ABCA5_HUMAN_TRANSMEM13	1139	1208	1139	1159
ABCA5_HUMAN_TRANSMEM14	1169	1238	1169	1189
ABCA5_HUMAN_TRANSMEM15	1207	1276	1207	1227
ABCA6_HUMAN_TRANSMEM1	31	100	31	51
ABCA6_HUMAN_TRANSMEM2	222	291	222	242
ABCA6_HUMAN_TRANSMEM3	268	337	268	288
ABCA6_HUMAN_TRANSMEM4	297	366	297	317
ABCA6_HUMAN_TRANSMEM5	327	396	327	347
ABCA6_HUMAN_TRANSMEM6	355	424	355	375
ABCA6_HUMAN_TRANSMEM7	397	466	397	417
ABCA6_HUMAN_TRANSMEM8	854	923	854	874
ABCA6_HUMAN_TRANSMEM9	1007	1076	1007	1027
ABCA6_HUMAN_TRANSMEM10	1062	1131	1062	1082
ABCA6_HUMAN_TRANSMEM11	1094	1163	1094	1114
ABCA6_HUMAN_TRANSMEM12	1127	1196	1127	1147
ABCA6_HUMAN_TRANSMEM13	1150	1219	1150	1170
ABCA6_HUMAN_TRANSMEM14	1194	1263	1194	1214
ABCA7_HUMAN_TRANSMEM1	22	91	22	42
ABCA7_HUMAN_TRANSMEM2	550	619	550	570
ABCA7_HUMAN_TRANSMEM3	593	662	593	613
ABCA7_HUMAN_TRANSMEM4	626	695	626	646
ABCA7_HUMAN_TRANSMEM5	655	724	655	675
ABCA7_HUMAN_TRANSMEM6	687	756	687	707
ABCA7_HUMAN_TRANSMEM7	727	796	727	747
ABCA7_HUMAN_TRANSMEM8	849	918	849	869
ABCA7_HUMAN_TRANSMEM9	1243	1312	1243	1263
ABCA7_HUMAN_TRANSMEM10	1538	1607	1538	1558
ABCA7_HUMAN_TRANSMEM11	1584	1653	1584	1604
ABCA7_HUMAN_TRANSMEM12	1621	1690	1621	1641
ABCA7_HUMAN_TRANSMEM13	1649	1718	1649	1669
ABCA7_HUMAN_TRANSMEM14	1683	1752	1683	1703
ABCA7_HUMAN_TRANSMEM15	1729	1798	1729	1749
ABCA8_HUMAN_TRANSMEM1	30	99	30	50
ABCA8_HUMAN_TRANSMEM2	220	289	220	240
ABCA8_HUMAN_TRANSMEM3	268	337	268	288
ABCA8_HUMAN_TRANSMEM4	299	368	299	319
ABCA8_HUMAN_TRANSMEM5	327	396	327	347
ABCA8_HUMAN_TRANSMEM6	359	428	359	379
ABCA8_HUMAN_TRANSMEM7	397	466	397	417
ABCA8_HUMAN_TRANSMEM8	824	893	824	844
ABCA8_HUMAN_TRANSMEM9	979	1048	979	999
ABCA8_HUMAN_TRANSMEM10	1030	1099	1030	1050
ABCA8_HUMAN_TRANSMEM11	1066	1135	1066	1086
ABCA8_HUMAN_TRANSMEM12	1096	1165	1096	1116
ABCA8_HUMAN_TRANSMEM13	1121	1190	1121	1141
ABCA8_HUMAN_TRANSMEM14	1157	1226	1157	1177
ABCA9_HUMAN_TRANSMEM1	31	100	31	51
ABCA9_HUMAN_TRANSMEM2	221	290	221	243
ABCA9_HUMAN_TRANSMEM3	269	338	269	289
ABCA9_HUMAN_TRANSMEM4	300	369	300	320
ABCA9_HUMAN_TRANSMEM5	329	398	329	349
ABCA9_HUMAN_TRANSMEM6	354	423	354	374
ABCA9_HUMAN_TRANSMEM7	398	467	398	418
ABCA9_HUMAN_TRANSMEM8	864	933	864	884
ABCA9_HUMAN_TRANSMEM9	1026	1095	1026	1046
ABCA9_HUMAN_TRANSMEM10	1065	1134	1065	1085
ABCA9_HUMAN_TRANSMEM11	1108	1177	1108	1128
ABCA9_HUMAN_TRANSMEM12	1136	1205	1136	1156
ABCA9_HUMAN_TRANSMEM13	1163	1232	1163	1183
ABCA9_HUMAN_TRANSMEM14	1200	1269	1200	1220
ABCAA_HUMAN_TRANSMEM1	83	152	83	103
ABCAA_HUMAN_TRANSMEM2	135	204	135	155
ABCAA_HUMAN_TRANSMEM3	185	254	185	205
ABCAA_HUMAN_TRANSMEM4	210	279	210	230
ABCAA_HUMAN_TRANSMEM5	240	309	240	260
ABCAA_HUMAN_TRANSMEM6	264	333	264	284
ABCAA_HUMAN_TRANSMEM7	310	379	310	330
ABCAA_HUMAN_TRANSMEM8	774	843	774	794
ABCAA_HUMAN_TRANSMEM9	890	959	890	910
ABCAA_HUMAN_TRANSMEM10	926	995	926	946
ABCAA_HUMAN_TRANSMEM11	985	1054	985	1005
ABCAA_HUMAN_TRANSMEM12	1014	1083	1014	1034
ABCAA_HUMAN_TRANSMEM13	1046	1115	1046	1066
ABCAA_HUMAN_TRANSMEM14	1073	1142	1073	1093
ABCAA_HUMAN_TRANSMEM15	1113	1182	1113	1133
ABCAC_HUMAN_TRANSMEM1	23	92	23	43
ABCAC_HUMAN_TRANSMEM2	1065	1134	1065	1085
ABCAC_HUMAN_TRANSMEM3	1112	1181	1112	1132
ABCAC_HUMAN_TRANSMEM4	1145	1214	1145	1165
ABCAC_HUMAN_TRANSMEM5	1174	1243	1174	1194
ABCAC_HUMAN_TRANSMEM6	1200	1269	1200	1220
ABCAC_HUMAN_TRANSMEM7	1250	1319	1250	1270
ABCAC_HUMAN_TRANSMEM8	1747	1816	1747	1767
ABCAC_HUMAN_TRANSMEM9	1979	2048	1979	1999
ABCAC_HUMAN_TRANSMEM10	2035	2104	2035	2055
ABCAC_HUMAN_TRANSMEM11	2072	2141	2072	2092
ABCAC_HUMAN_TRANSMEM12	2103	2172	2103	2123
ABCAC_HUMAN_TRANSMEM13	2187	2256	2187	2207
ABCAC_HUMAN_TRANSMEM14	2270	2339	2270	2290
ABCAD_HUMAN_TRANSMEM1	23	92	23	43
ABCAD_HUMAN_TRANSMEM2	3568	3637	3568	3588
ABCAD_HUMAN_TRANSMEM3	3607	3676	3607	3627
ABCAD_HUMAN_TRANSMEM4	3648	3717	3648	3668
ABCAD_HUMAN_TRANSMEM5	3679	3748	3679	3699
ABCAD_HUMAN_TRANSMEM6	3709	3778	3709	3729
ABCAD_HUMAN_TRANSMEM7	3752	3821	3752	3772
ABCAD_HUMAN_TRANSMEM8	4226	4295	4226	4246
ABCAD_HUMAN_TRANSMEM9	4458	4527	4458	4478
ABCAD_HUMAN_TRANSMEM10	4504	4573	4504	4524
ABCAD_HUMAN_TRANSMEM11	4536	4605	4536	4556
ABCAD_HUMAN_TRANSMEM12	4568	4637	4568	4588
ABCAD_HUMAN_TRANSMEM13	4607	4676	4607	4627
ABCAD_HUMAN_TRANSMEM14	4651	4720	4651	4671
ABCB5_HUMAN_TRANSMEM1	49	118	49	69
ABCB5_HUMAN_TRANSMEM2	110	179	110	130
ABCB5_HUMAN_TRANSMEM3	181	250	181	201
ABCB5_HUMAN_TRANSMEM4	203	272	203	223
ABCB5_HUMAN_TRANSMEM5	294	363	294	314
ABCB5_HUMAN_TRANSMEM6	322	391	322	342
ABCB5_HUMAN_TRANSMEM7	693	762	693	713
ABCB5_HUMAN_TRANSMEM8	737	806	737	757
ABCB5_HUMAN_TRANSMEM9	827	896	827	847
ABCB5_HUMAN_TRANSMEM10	917	986	917	937
ABCB5_HUMAN_TRANSMEM11	954	1023	954	974
ABCB6_HUMAN_TRANSMEM1	27	96	27	47
ABCB6_HUMAN_TRANSMEM2	73	142	73	93
ABCB6_HUMAN_TRANSMEM3	107	176	107	127
ABCB6_HUMAN_TRANSMEM4	148	217	148	168
ABCB6_HUMAN_TRANSMEM5	186	255	186	206
ABCB6_HUMAN_TRANSMEM6	265	334	265	285
ABCB6_HUMAN_TRANSMEM7	376	445	376	396
ABCB6_HUMAN_TRANSMEM8	409	478	409	431
ABCB6_HUMAN_TRANSMEM9	502	571	502	522
ABCB6_HUMAN_TRANSMEM10	530	599	530	550
ABCB7_HUMAN_TRANSMEM1	141	210	141	161
ABCB7_HUMAN_TRANSMEM2	186	255	186	206
ABCB7_HUMAN_TRANSMEM3	260	329	260	280
ABCB7_HUMAN_TRANSMEM4	291	360	291	311
ABCB7_HUMAN_TRANSMEM5	383	452	383	403
ABCB7_HUMAN_TRANSMEM6	410	479	410	430
ABCB9_HUMAN_TRANSMEM1	7	76	7	27
ABCB9_HUMAN_TRANSMEM2	47	116	47	67
ABCB9_HUMAN_TRANSMEM3	84	153	84	104
ABCB9_HUMAN_TRANSMEM4	116	185	116	136
ABCB9_HUMAN_TRANSMEM5	185	254	185	205
ABCB9_HUMAN_TRANSMEM6	225	294	225	245
ABCB9_HUMAN_TRANSMEM7	319	388	319	339
ABCB9_HUMAN_TRANSMEM8	416	485	416	436
ABCBA_HUMAN_TRANSMEM1	171	240	171	191
ABCBA_HUMAN_TRANSMEM2	216	285	216	236
ABCBA_HUMAN_TRANSMEM3	313	382	313	333
ABCBA_HUMAN_TRANSMEM4	408	477	408	428
ABCBA_HUMAN_TRANSMEM5	431	500	431	451
ABCBB_HUMAN_TRANSMEM1	63	132	63	83
ABCBB_HUMAN_TRANSMEM2	148	217	148	168
ABCBB_HUMAN_TRANSMEM3	216	285	216	236
ABCBB_HUMAN_TRANSMEM4	241	310	241	261
ABCBB_HUMAN_TRANSMEM5	320	389	320	340
ABCBB_HUMAN_TRANSMEM6	354	423	354	374
ABCBB_HUMAN_TRANSMEM7	756	825	756	776
ABCBB_HUMAN_TRANSMEM8	795	864	795	815
ABCBB_HUMAN_TRANSMEM9	870	939	870	890
ABCBB_HUMAN_TRANSMEM10	891	960	891	911
ABCBB_HUMAN_TRANSMEM11	980	1049	980	1000
ABCBB_HUMAN_TRANSMEM12	1012	1081	1012	1032
ABCC8_HUMAN_TRANSMEM1	35	104	35	55
ABCC8_HUMAN_TRANSMEM2	76	145	76	96
ABCC8_HUMAN_TRANSMEM3	102	171	102	122
ABCC8_HUMAN_TRANSMEM4	135	204	135	154
ABCC8_HUMAN_TRANSMEM5	168	237	168	194
ABCC8_HUMAN_TRANSMEM6	312	381	312	331
ABCC8_HUMAN_TRANSMEM7	356	425	356	376
ABCC8_HUMAN_TRANSMEM8	435	504	435	455
ABCC8_HUMAN_TRANSMEM9	459	528	459	479
ABCC8_HUMAN_TRANSMEM10	542	611	542	562
ABCC8_HUMAN_TRANSMEM11	585	654	585	605
ABCC8_HUMAN_TRANSMEM12	1005	1074	1005	1025
ABCC8_HUMAN_TRANSMEM13	1073	1142	1073	1093
ABCC8_HUMAN_TRANSMEM14	1138	1207	1138	1158
ABCC8_HUMAN_TRANSMEM15	1160	1229	1160	1180
ABCC8_HUMAN_TRANSMEM16	1252	1321	1252	1272
ABCC8_HUMAN_TRANSMEM17	1277	1346	1277	1297
ABCC9_HUMAN_TRANSMEM1	31	100	31	51
ABCC9_HUMAN_TRANSMEM2	73	142	73	93
ABCC9_HUMAN_TRANSMEM3	102	171	102	122
ABCC9_HUMAN_TRANSMEM4	133	202	133	153
ABCC9_HUMAN_TRANSMEM5	168	237	168	188
ABCC9_HUMAN_TRANSMEM6	302	371	302	322
ABCC9_HUMAN_TRANSMEM7	351	420	351	371
ABCC9_HUMAN_TRANSMEM8	424	493	424	444
ABCC9_HUMAN_TRANSMEM9	456	525	456	476
ABCC9_HUMAN_TRANSMEM10	532	601	532	552
ABCC9_HUMAN_TRANSMEM11	572	641	572	592
ABCC9_HUMAN_TRANSMEM12	991	1060	991	1011
ABCC9_HUMAN_TRANSMEM13	1035	1104	1035	1055
ABCC9_HUMAN_TRANSMEM14	1128	1197	1128	1148
ABCC9_HUMAN_TRANSMEM15	1246	1315	1246	1266
ABCCB_HUMAN_TRANSMEM1	164	233	164	184
ABCCB_HUMAN_TRANSMEM2	195	264	195	215
ABCCB_HUMAN_TRANSMEM3	271	340	271	291
ABCCB_HUMAN_TRANSMEM4	297	366	297	317
ABCCB_HUMAN_TRANSMEM5	384	453	384	404
ABCCB_HUMAN_TRANSMEM6	418	487	418	438
ABCCB_HUMAN_TRANSMEM7	807	876	807	827
ABCCB_HUMAN_TRANSMEM8	864	933	864	884
ABCCB_HUMAN_TRANSMEM9	931	1000	931	951
ABCCB_HUMAN_TRANSMEM10	1050	1119	1050	1070
ABCD1_HUMAN_TRANSMEM1	92	161	92	112
ABCD1_HUMAN_TRANSMEM2	131	200	131	151
ABCD1_HUMAN_TRANSMEM3	238	307	238	258
ABCD1_HUMAN_TRANSMEM4	333	402	333	353
ABCD1_HUMAN_TRANSMEM5	473	542	473	493
ABCD2_HUMAN_TRANSMEM1	107	176	107	127
ABCD2_HUMAN_TRANSMEM2	144	213	144	164
ABCD2_HUMAN_TRANSMEM3	251	320	251	271
ABCD2_HUMAN_TRANSMEM4	351	420	351	371
ABCD3_HUMAN_TRANSMEM1	84	153	84	104
ABCD3_HUMAN_TRANSMEM2	126	195	126	146
ABCD3_HUMAN_TRANSMEM3	224	293	224	244
ABCD3_HUMAN_TRANSMEM4	313	382	313	333
ABCD4_HUMAN_TRANSMEM1	43	112	43	63
ABCD4_HUMAN_TRANSMEM2	76	145	76	96
ABCD4_HUMAN_TRANSMEM3	190	259	190	210
ABCD4_HUMAN_TRANSMEM4	279	348	279	299
ABCD4_HUMAN_TRANSMEM5	314	383	314	334
ABCG1_HUMAN_TRANSMEM1	427	496	427	445
ABCG1_HUMAN_TRANSMEM2	457	526	457	477
ABCG1_HUMAN_TRANSMEM3	507	576	507	525
ABCG1_HUMAN_TRANSMEM4	534	603	534	555
ABCG1_HUMAN_TRANSMEM5	568	637	568	586
ABCG1_HUMAN_TRANSMEM6	650	719	650	669
ABCG2_HUMAN_TRANSMEM1	396	465	396	416
ABCG2_HUMAN_TRANSMEM2	429	498	429	449
ABCG2_HUMAN_TRANSMEM3	478	547	478	498
ABCG2_HUMAN_TRANSMEM4	507	576	507	527
ABCG2_HUMAN_TRANSMEM5	536	605	536	556
ABCG2_HUMAN_TRANSMEM6	631	700	631	651
ABCG4_HUMAN_TRANSMEM1	394	463	394	414
ABCG4_HUMAN_TRANSMEM2	426	495	426	446
ABCG4_HUMAN_TRANSMEM3	473	542	473	493
ABCG4_HUMAN_TRANSMEM4	504	573	504	524
ABCG4_HUMAN_TRANSMEM5	533	602	533	553
ABCG4_HUMAN_TRANSMEM6	618	687	618	638
ABCG5_HUMAN_TRANSMEM1	384	453	384	404
ABCG5_HUMAN_TRANSMEM2	422	491	422	442
ABCG5_HUMAN_TRANSMEM3	468	537	468	489
ABCG5_HUMAN_TRANSMEM4	501	570	501	521
ABCG5_HUMAN_TRANSMEM5	529	598	529	549
ABCG5_HUMAN_TRANSMEM6	624	693	624	644
ABCG8_HUMAN_TRANSMEM1	417	486	417	437
ABCG8_HUMAN_TRANSMEM2	448	517	448	468
ABCG8_HUMAN_TRANSMEM3	498	567	498	518
