ID	GENE	ACC	Name	TMD	Start	End	Position	TM protein	Signalp	Total_MUT	UniProt_MUT	ClinVar_MUT	COSMIC_MUT	Size	N_terminus	SignalP_TM	SignalP_noTM	Topfind	Highlight
5HT1A_HUMAN	HTR1A	P08908	5HT1A_HUMAN_TRANSMEM7	TRANSMEM7	379	403	394	YES	0	20	0	0	20	5	Extracellular	0.175	0.191		NO
5HT1B_HUMAN	HTR1B	P28222	5HT1B_HUMAN_TRANSMEM2	TRANSMEM2	85	110	108	YES	0	10	0	0	10	5	Cytoplasmic	0.248	0.436		NO
5HT1B_HUMAN	HTR1B	P28222	5HT1B_HUMAN_TRANSMEM3	TRANSMEM3	124	145	155	YES	0	10	0	0	10	5	Extracellular	0.224	0.384		NO
5HT1B_HUMAN	HTR1B	P28222	5HT1B_HUMAN_TRANSMEM4	TRANSMEM4	166	187	193	YES	0	10	0	0	10	5	Cytoplasmic	0.505	0.66		NO
5HT1B_HUMAN	HTR1B	P28222	5HT1B_HUMAN_TRANSMEM5	TRANSMEM5	206	228	236	YES	0	10	0	0	10	5	Extracellular	0.262	0.437		NO
5HT1B_HUMAN	HTR1B	P28222	5HT1B_HUMAN_TRANSMEM6	TRANSMEM6	316	336	335	YES	0	10	0	0	10	5	Cytoplasmic	0.267	0.554		YES
5HT1B_HUMAN	HTR1B	P28222	5HT1B_HUMAN_TRANSMEM7	TRANSMEM7	350	371	363	YES	0	10	0	0	10	5	Extracellular	0.149	0.166		NO
5HT1D_HUMAN	HTR1D	P28221	5HT1D_HUMAN_TRANSMEM2	TRANSMEM2	76	98	98	YES	0	6	0	0	6	5	Cytoplasmic	0.27	0.478		NO
5HT1D_HUMAN	HTR1D	P28221	5HT1D_HUMAN_TRANSMEM3	TRANSMEM3	113	134	144	YES	0	6	0	0	6	5	Extracellular	0.223	0.363		NO
5HT1D_HUMAN	HTR1D	P28221	5HT1D_HUMAN_TRANSMEM4	TRANSMEM4	155	176	182	YES	0	6	0	0	6	5	Cytoplasmic	0.488	0.671		YES
5HT1D_HUMAN	HTR1D	P28221	5HT1D_HUMAN_TRANSMEM5	TRANSMEM5	195	217	224	YES	0	6	0	0	6	5	Extracellular	0.153	0.219		NO
5HT1D_HUMAN	HTR1D	P28221	5HT1D_HUMAN_TRANSMEM6	TRANSMEM6	303	326	322	YES	0	6	0	0	6	5	Cytoplasmic	0.422	0.738		YES
5HT1D_HUMAN	HTR1D	P28221	5HT1D_HUMAN_TRANSMEM7	TRANSMEM7	336	360	350	YES	0	6	0	0	6	5	Extracellular	0.147	0.178		NO
5HT1E_HUMAN	HTR1E	P28566	5HT1E_HUMAN_TRANSMEM2	TRANSMEM2	60	82	78	YES	0	18	0	0	18	5	Cytoplasmic	0.22	0.372		NO
5HT1E_HUMAN	HTR1E	P28566	5HT1E_HUMAN_TRANSMEM3	TRANSMEM3	97	118	128	YES	0	18	0	0	18	5	Extracellular	0.199	0.367		NO
5HT1E_HUMAN	HTR1E	P28566	5HT1E_HUMAN_TRANSMEM4	TRANSMEM4	139	159	155	YES	0	18	0	0	18	5	Cytoplasmic	0.213	0.307		NO
5HT1E_HUMAN	HTR1E	P28566	5HT1E_HUMAN_TRANSMEM5	TRANSMEM5	180	202	209	YES	0	18	0	0	18	5	Extracellular	0.162	0.332		NO
5HT1E_HUMAN	HTR1E	P28566	5HT1E_HUMAN_TRANSMEM6	TRANSMEM6	292	314	312	YES	0	18	0	0	18	5	Cytoplasmic	0.179	0.42		NO
5HT1E_HUMAN	HTR1E	P28566	5HT1E_HUMAN_TRANSMEM7	TRANSMEM7	325	347	338	YES	0	18	0	0	18	5	Extracellular	0.154	0.178		NO
5HT1F_HUMAN	HTR1F	P30939	5HT1F_HUMAN_TRANSMEM2	TRANSMEM2	61	83	88	YES	0	3	0	0	3	5	Cytoplasmic	0.208	0.389		NO
5HT1F_HUMAN	HTR1F	P30939	5HT1F_HUMAN_TRANSMEM3	TRANSMEM3	98	118	119	YES	0	3	0	0	3	5	Extracellular	0.203	0.262		NO
5HT1F_HUMAN	HTR1F	P30939	5HT1F_HUMAN_TRANSMEM4	TRANSMEM4	141	161	163	YES	0	3	0	0	3	5	Cytoplasmic	0.265	0.331		NO
5HT1F_HUMAN	HTR1F	P30939	5HT1F_HUMAN_TRANSMEM5	TRANSMEM5	179	201	208	YES	0	3	0	0	3	5	Extracellular	0.163	0.378		NO
5HT1F_HUMAN	HTR1F	P30939	5HT1F_HUMAN_TRANSMEM6	TRANSMEM6	291	311	314	YES	0	3	0	0	3	5	Cytoplasmic	0.344	0.514		YES
5HT1F_HUMAN	HTR1F	P30939	5HT1F_HUMAN_TRANSMEM7	TRANSMEM7	330	350	341	YES	0	3	0	0	3	5	Extracellular	0.161	0.181		NO
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM1	TRANSMEM1	76	99	99	YES	0	9	0	0	9	5	Extracellular	0.236	0.562		NO
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM2	TRANSMEM2	111	132	133	YES	0	9	0	0	9	5	Cytoplasmic	0.229	0.594		YES
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM3	TRANSMEM3	149	171	169	YES	0	9	0	0	9	5	Extracellular	0.225	0.306		NO
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM4	TRANSMEM4	192	215	215	YES	0	9	0	0	9	5	Cytoplasmic	0.341	0.415		NO
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM5	TRANSMEM5	234	254	251	YES	0	9	0	0	9	5	Extracellular	0.168	0.39		NO
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM6	TRANSMEM6	325	346	347	YES	0	9	0	0	9	5	Cytoplasmic	0.615	0.794		NO
5HT2A_HUMAN	HTR2A	P28223	5HT2A_HUMAN_TRANSMEM7	TRANSMEM7	363	384	382	YES	0	9	0	0	9	5	Extracellular	0.191	0.227		NO
5HT2B_HUMAN	HTR2B	P41595	5HT2B_HUMAN_TRANSMEM2	TRANSMEM2	91	113	113	YES	0	4	0	0	4	5	Cytoplasmic	0.197	0.383		NO
5HT2B_HUMAN	HTR2B	P41595	5HT2B_HUMAN_TRANSMEM3	TRANSMEM3	130	151	149	YES	0	4	0	0	4	5	Extracellular	0.304	0.416		NO
5HT2B_HUMAN	HTR2B	P41595	5HT2B_HUMAN_TRANSMEM4	TRANSMEM4	172	192	188	YES	0	4	0	0	4	5	Cytoplasmic	0.396	0.532		YES
5HT2B_HUMAN	HTR2B	P41595	5HT2B_HUMAN_TRANSMEM5	TRANSMEM5	217	239	244	YES	0	4	0	0	4	5	Extracellular	0.207	0.472		NO
5HT2B_HUMAN	HTR2B	P41595	5HT2B_HUMAN_TRANSMEM6	TRANSMEM6	325	345	351	YES	0	4	0	0	4	5	Cytoplasmic	0.516	0.811		NO
5HT2B_HUMAN	HTR2B	P41595	5HT2B_HUMAN_TRANSMEM7	TRANSMEM7	361	382	378	YES	0	4	0	0	4	5	Extracellular	0.255	0.248		NO
5HT2C_HUMAN	HTR2C	P28335	5HT2C_HUMAN_TRANSMEM2	TRANSMEM2	90	110	122	YES	1	16	0	0	16	5	Cytoplasmic	0.224	0.5		YES
5HT2C_HUMAN	HTR2C	P28335	5HT2C_HUMAN_TRANSMEM3	TRANSMEM3	128	150	148	YES	1	16	0	0	16	5	Extracellular	0.228	0.3		NO
5HT2C_HUMAN	HTR2C	P28335	5HT2C_HUMAN_TRANSMEM4	TRANSMEM4	171	193	189	YES	1	16	0	0	16	5	Cytoplasmic	0.341	0.409		NO
5HT2C_HUMAN	HTR2C	P28335	5HT2C_HUMAN_TRANSMEM5	TRANSMEM5	214	235	236	YES	1	16	0	0	16	5	Extracellular	0.169	0.518		NO
5HT2C_HUMAN	HTR2C	P28335	5HT2C_HUMAN_TRANSMEM6	TRANSMEM6	312	333	338	YES	1	16	0	0	16	5	Cytoplasmic	0.437	0.672		YES
5HT2C_HUMAN	HTR2C	P28335	5HT2C_HUMAN_TRANSMEM7	TRANSMEM7	349	371	370	YES	1	16	0	0	16	5	Extracellular	0.193	0.247		NO
5HT3A_HUMAN	HTR3A	P46098	5HT3A_HUMAN_TRANSMEM1	TRANSMEM1	242	268	272	YES	1	9	0	0	9	5	Extracellular	0.284	0.535		NO
5HT3A_HUMAN	HTR3A	P46098	5HT3A_HUMAN_TRANSMEM2	TRANSMEM2	274	292	302	YES	1	9	0	0	9	5	Cytoplasmic	0.286	0.452		NO
5HT3A_HUMAN	HTR3A	P46098	5HT3A_HUMAN_TRANSMEM3	TRANSMEM3	303	321	322	YES	1	9	0	0	9	5	Extracellular	0.357	0.782		NO
5HT3A_HUMAN	HTR3A	P46098	5HT3A_HUMAN_TRANSMEM4	TRANSMEM4	456	475	472	YES	1	9	0	0	9	5	Cytoplasmic	0.139	0.279		NO
5HT3B_HUMAN	HTR3B	O95264	5HT3B_HUMAN_TRANSMEM1	TRANSMEM1	239	259	270	YES	1	7	0	0	7	5	Extracellular	0.339	0.595	203	NO
5HT3B_HUMAN	HTR3B	O95264	5HT3B_HUMAN_TRANSMEM2	TRANSMEM2	269	286	319	YES	1	7	0	0	7	5	Cytoplasmic	0.156	0.392	203	NO
5HT3B_HUMAN	HTR3B	O95264	5HT3B_HUMAN_TRANSMEM3	TRANSMEM3	304	324	319	YES	1	7	0	0	7	5	Extracellular	0.535	0.632	203	NO
5HT3B_HUMAN	HTR3B	O95264	5HT3B_HUMAN_TRANSMEM4	TRANSMEM4	415	435	433	YES	1	7	0	0	7	5	Cytoplasmic	0.16	0.292	203	NO
5HT3C_HUMAN	HTR3C	Q8WXA8	5HT3C_HUMAN_TRANSMEM1	TRANSMEM1	249	269	267	YES	1	1	0	0	1	5	Extracellular	0.382	0.473		NO
5HT3C_HUMAN	HTR3C	Q8WXA8	5HT3C_HUMAN_TRANSMEM2	TRANSMEM2	283	303	305	YES	1	1	0	0	1	5	Cytoplasmic	0.276	0.386		NO
5HT3C_HUMAN	HTR3C	Q8WXA8	5HT3C_HUMAN_TRANSMEM3	TRANSMEM3	307	329	339	YES	1	1	0	0	1	5	Extracellular	0.282	0.516		NO
5HT3C_HUMAN	HTR3C	Q8WXA8	5HT3C_HUMAN_TRANSMEM4	TRANSMEM4	425	445	441	YES	1	1	0	0	1	5	Cytoplasmic	0.152	0.308		NO
5HT3D_HUMAN	HTR3D	Q70Z44	5HT3D_HUMAN_TRANSMEM1	TRANSMEM1	233	253	249	YES	1	0	0	0	0	5	Extracellular	0.243	0.3		NO
5HT3D_HUMAN	HTR3D	Q70Z44	5HT3D_HUMAN_TRANSMEM2	TRANSMEM2	265	285	285	YES	1	0	0	0	0	5	Cytoplasmic	0.346	0.381		NO
5HT3D_HUMAN	HTR3D	Q70Z44	5HT3D_HUMAN_TRANSMEM3	TRANSMEM3	307	327	337	YES	1	0	0	0	0	5	Extracellular	0.279	0.423		NO
5HT3D_HUMAN	HTR3D	Q70Z44	5HT3D_HUMAN_TRANSMEM4	TRANSMEM4	432	452	442	YES	1	0	0	0	0	5	Cytoplasmic	0.172	0.294		NO
5HT3E_HUMAN	HTR3E	A5X5Y0	5HT3E_HUMAN_TRANSMEM1	TRANSMEM1	249	269	267	YES	1	0	0	0	0	5	Extracellular	0.272	0.391		NO
5HT3E_HUMAN	HTR3E	A5X5Y0	5HT3E_HUMAN_TRANSMEM2	TRANSMEM2	283	303	305	YES	1	0	0	0	0	5	Cytoplasmic	0.288	0.431		NO
5HT3E_HUMAN	HTR3E	A5X5Y0	5HT3E_HUMAN_TRANSMEM3	TRANSMEM3	308	328	339	YES	1	0	0	0	0	5	Extracellular	0.294	0.441		NO
5HT3E_HUMAN	HTR3E	A5X5Y0	5HT3E_HUMAN_TRANSMEM4	TRANSMEM4	434	454	444	YES	1	0	0	0	0	5	Cytoplasmic	0.193	0.299		NO
5HT4R_HUMAN	HTR4	Q13639	5HT4R_HUMAN_TRANSMEM2	TRANSMEM2	59	79	79	YES	0	11	0	0	11	5	Cytoplasmic	0.317	0.457		NO
5HT4R_HUMAN	HTR4	Q13639	5HT4R_HUMAN_TRANSMEM3	TRANSMEM3	94	116	105	YES	0	11	0	0	11	5	Extracellular	0.22	0.266		NO
5HT4R_HUMAN	HTR4	Q13639	5HT4R_HUMAN_TRANSMEM4	TRANSMEM4	138	158	161	YES	0	11	0	0	11	5	Cytoplasmic	0.341	0.438		NO
5HT4R_HUMAN	HTR4	Q13639	5HT4R_HUMAN_TRANSMEM5	TRANSMEM5	193	213	220	YES	0	11	0	0	11	5	Extracellular	0.33	0.617		NO
5HT4R_HUMAN	HTR4	Q13639	5HT4R_HUMAN_TRANSMEM6	TRANSMEM6	261	281	280	YES	0	11	0	0	11	5	Cytoplasmic	0.278	0.38		NO
5HT4R_HUMAN	HTR4	Q13639	5HT4R_HUMAN_TRANSMEM7	TRANSMEM7	295	315	314	YES	0	11	0	0	11	5	Extracellular	0.202	0.219		NO
5HT5A_HUMAN	HTR5A	P47898	5HT5A_HUMAN_TRANSMEM2	TRANSMEM2	79	99	105	YES	0	21	0	0	21	5	Cytoplasmic	0.391	0.525		YES
5HT5A_HUMAN	HTR5A	P47898	5HT5A_HUMAN_TRANSMEM3	TRANSMEM3	116	137	135	YES	0	21	0	0	21	5	Extracellular	0.273	0.411		NO
5HT5A_HUMAN	HTR5A	P47898	5HT5A_HUMAN_TRANSMEM4	TRANSMEM4	159	181	183	YES	0	21	0	0	21	5	Cytoplasmic	0.468	0.643		YES
5HT5A_HUMAN	HTR5A	P47898	5HT5A_HUMAN_TRANSMEM5	TRANSMEM5	199	219	227	YES	0	21	0	0	21	5	Extracellular	0.188	0.464		NO
5HT5A_HUMAN	HTR5A	P47898	5HT5A_HUMAN_TRANSMEM6	TRANSMEM6	283	303	305	YES	0	21	0	0	21	5	Cytoplasmic	0.352	0.636		YES
5HT5A_HUMAN	HTR5A	P47898	5HT5A_HUMAN_TRANSMEM7	TRANSMEM7	321	341	332	YES	0	21	0	0	21	5	Extracellular	0.15	0.148		NO
5HT6R_HUMAN	HTR6	P50406	5HT6R_HUMAN_TRANSMEM2	TRANSMEM2	65	85	113	YES	0	5	0	0	5	5	Cytoplasmic	0.21	0.329		NO
5HT6R_HUMAN	HTR6	P50406	5HT6R_HUMAN_TRANSMEM3	TRANSMEM3	101	122	113	YES	0	5	0	0	5	5	Extracellular	0.215	0.304		NO
5HT6R_HUMAN	HTR6	P50406	5HT6R_HUMAN_TRANSMEM4	TRANSMEM4	145	166	173	YES	0	5	0	0	5	5	Cytoplasmic	0.553	0.711		NO
5HT6R_HUMAN	HTR6	P50406	5HT6R_HUMAN_TRANSMEM5	TRANSMEM5	185	208	206	YES	0	5	0	0	5	5	Extracellular	0.27	0.468		NO
5HT6R_HUMAN	HTR6	P50406	5HT6R_HUMAN_TRANSMEM6	TRANSMEM6	266	290	293	YES	0	5	0	0	5	5	Cytoplasmic	0.416	0.649		YES
5HT6R_HUMAN	HTR6	P50406	5HT6R_HUMAN_TRANSMEM7	TRANSMEM7	296	320	314	YES	0	5	0	0	5	5	Extracellular	0.245	0.237		NO
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM1	TRANSMEM1	84	104	106	YES	0	7	0	0	7	5	Extracellular	0.24	0.397		NO
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM2	TRANSMEM2	118	138	134	YES	0	7	0	0	7	5	Cytoplasmic	0.355	0.447		NO
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM3	TRANSMEM3	158	178	169	YES	0	7	0	0	7	5	Extracellular	0.213	0.255		NO
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM4	TRANSMEM4	202	222	223	YES	0	7	0	0	7	5	Cytoplasmic	0.551	0.691		NO
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM5	TRANSMEM5	237	257	257	YES	0	7	0	0	7	5	Extracellular	0.158	0.196		NO
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM6	TRANSMEM6	326	346	356	YES	0	7	0	0	7	5	Cytoplasmic	0.351	0.51		YES
5HT7R_HUMAN	HTR7	P34969	5HT7R_HUMAN_TRANSMEM7	TRANSMEM7	368	388	386	YES	0	7	0	0	7	5	Extracellular	0.208	0.224		NO
A4_HUMAN	APP	P05067	A4_HUMAN_TRANSMEM1	TRANSMEM1	702	722	714	YES	1	30	18	17	9	5	Extracellular	0.158	0.322		NO
AA1R_HUMAN	ADORA1	P30542	AA1R_HUMAN_TRANSMEM2	TRANSMEM2	47	69	60	YES	0	5	0	0	5	5	Cytoplasmic	0.182	0.296		NO
AA1R_HUMAN	ADORA1	P30542	AA1R_HUMAN_TRANSMEM3	TRANSMEM3	81	102	98	YES	0	5	0	0	5	5	Extracellular	0.308	0.399		NO
AA1R_HUMAN	ADORA1	P30542	AA1R_HUMAN_TRANSMEM4	TRANSMEM4	124	146	140	YES	0	5	0	0	5	5	Cytoplasmic	0.348	0.592		YES
AA1R_HUMAN	ADORA1	P30542	AA1R_HUMAN_TRANSMEM5	TRANSMEM5	177	201	202	YES	0	5	0	0	5	5	Extracellular	0.199	0.369		NO
AA1R_HUMAN	ADORA1	P30542	AA1R_HUMAN_TRANSMEM6	TRANSMEM6	236	259	256	YES	0	5	0	0	5	5	Cytoplasmic	0.408	0.475		NO
AA1R_HUMAN	ADORA1	P30542	AA1R_HUMAN_TRANSMEM7	TRANSMEM7	268	292	290	YES	0	5	0	0	5	5	Extracellular	0.22	0.238		NO
AA2AR_HUMAN	ADORA2A	P29274	AA2AR_HUMAN_TRANSMEM2	TRANSMEM2	43	66	60	YES	0	4	0	0	4	5	Cytoplasmic	0.337	0.526		YES
AA2AR_HUMAN	ADORA2A	P29274	AA2AR_HUMAN_TRANSMEM3	TRANSMEM3	78	100	100	YES	0	4	0	0	4	5	Extracellular	0.262	0.413		NO
AA2AR_HUMAN	ADORA2A	P29274	AA2AR_HUMAN_TRANSMEM4	TRANSMEM4	121	143	143	YES	0	4	0	0	4	5	Cytoplasmic	0.545	0.695		NO
AA2AR_HUMAN	ADORA2A	P29274	AA2AR_HUMAN_TRANSMEM5	TRANSMEM5	174	198	199	YES	0	4	0	0	4	5	Extracellular	0.216	0.478		NO
AA2AR_HUMAN	ADORA2A	P29274	AA2AR_HUMAN_TRANSMEM6	TRANSMEM6	235	258	255	YES	0	4	0	0	4	5	Cytoplasmic	0.335	0.502		YES
AA2AR_HUMAN	ADORA2A	P29274	AA2AR_HUMAN_TRANSMEM7	TRANSMEM7	267	290	282	YES	0	4	0	0	4	5	Extracellular	0.365	0.425		NO
AA2BR_HUMAN	ADORA2B	P29275	AA2BR_HUMAN_TRANSMEM2	TRANSMEM2	44	67	71	YES	0	0	0	0	0	5	Cytoplasmic	0.181	0.35		NO
AA2BR_HUMAN	ADORA2B	P29275	AA2BR_HUMAN_TRANSMEM3	TRANSMEM3	79	101	101	YES	0	0	0	0	0	5	Extracellular	0.313	0.414		NO
AA2BR_HUMAN	ADORA2B	P29275	AA2BR_HUMAN_TRANSMEM4	TRANSMEM4	122	144	144	YES	0	0	0	0	0	5	Cytoplasmic	0.459	0.589		YES
AA2BR_HUMAN	ADORA2B	P29275	AA2BR_HUMAN_TRANSMEM5	TRANSMEM5	179	203	211	YES	0	0	0	0	0	5	Extracellular	0.181	0.556		NO
AA2BR_HUMAN	ADORA2B	P29275	AA2BR_HUMAN_TRANSMEM6	TRANSMEM6	236	259	253	YES	0	0	0	0	0	5	Cytoplasmic	0.825	0.916		NO
AA2BR_HUMAN	ADORA2B	P29275	AA2BR_HUMAN_TRANSMEM7	TRANSMEM7	268	291	292	YES	0	0	0	0	0	5	Extracellular	0.251	0.313		NO
AA3R_HUMAN	ADORA3	P0DMS8	AA3R_HUMAN_TRANSMEM2	TRANSMEM2	49	72	76	YES	0	5	0	0	5	5	Cytoplasmic	0.194	0.402		NO
AA3R_HUMAN	ADORA3	P0DMS8	AA3R_HUMAN_TRANSMEM3	TRANSMEM3	85	106	104	YES	0	5	0	0	5	5	Extracellular	0.33	0.504		NO
AA3R_HUMAN	ADORA3	P0DMS8	AA3R_HUMAN_TRANSMEM4	TRANSMEM4	127	148	149	YES	0	5	0	0	5	5	Cytoplasmic	0.379	0.619		YES
AA3R_HUMAN	ADORA3	P0DMS8	AA3R_HUMAN_TRANSMEM5	TRANSMEM5	178	198	196	YES	0	5	0	0	5	5	Extracellular	0.169	0.464		NO
AA3R_HUMAN	ADORA3	P0DMS8	AA3R_HUMAN_TRANSMEM6	TRANSMEM6	232	255	250	YES	0	5	0	0	5	5	Cytoplasmic	0.311	0.496		NO
AA3R_HUMAN	ADORA3	P0DMS8	AA3R_HUMAN_TRANSMEM7	TRANSMEM7	262	284	284	YES	0	5	0	0	5	5	Extracellular	0.29	0.366		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM2	TRANSMEM2	72	92	88	YES	0	4	0	0	4	5	Other	0.36	0.477		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM3	TRANSMEM3	113	133	137	YES	0	4	0	0	4	5	Other	0.501	0.833		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM4	TRANSMEM4	268	288	282	YES	0	4	0	0	4	5	Other	0.19	0.285		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM5	TRANSMEM5	310	330	333	YES	0	4	0	0	4	5	Other	0.33	0.487		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM6	TRANSMEM6	362	382	387	YES	0	4	0	0	4	5	Other	0.206	0.411		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM7	TRANSMEM7	388	408	418	YES	0	4	0	0	4	5	Other	0.159	0.35		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM8	TRANSMEM8	424	444	451	YES	0	4	0	0	4	5	Other	0.307	0.628		NO
AAA1_HUMAN	SLC7A10	Q9NS82	AAA1_HUMAN_TRANSMEM9	TRANSMEM9	448	468	470	YES	0	4	0	0	4	5	Other	0.16	0.313		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM2	TRANSMEM2	95	116	119	YES	0	2	0	0	2	5	Extracellular	0.53	0.827		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM3	TRANSMEM3	131	153	153	YES	0	2	0	0	2	5	Cytoplasmic	0.679	0.81		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM4	TRANSMEM4	225	248	247	YES	0	2	0	0	2	5	Extracellular	0.287	0.432		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM5	TRANSMEM5	258	285	283	YES	0	2	0	0	2	5	Cytoplasmic	0.168	0.315		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM6	TRANSMEM6	307	328	334	YES	0	2	0	0	2	5	Extracellular	0.188	0.309		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM7	TRANSMEM7	374	400	399	YES	0	2	0	0	2	5	Cytoplasmic	0.221	0.252		NO
AAAT_HUMAN	SLC1A5	Q15758	AAAT_HUMAN_TRANSMEM8	TRANSMEM8	461	482	479	YES	0	2	0	0	2	5	Extracellular	0.131	0.136		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM2	TRANSMEM2	640	660	659	YES	0	54	32	13	21	5	Extracellular	0.279	0.425		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM3	TRANSMEM3	683	703	698	YES	0	54	32	13	21	5	Extracellular	0.325	0.54		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM4	TRANSMEM4	716	736	734	YES	0	54	32	13	21	5	Extracellular	0.221	0.51		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM5	TRANSMEM5	745	765	765	YES	0	54	32	13	21	5	Extracellular	0.246	0.528		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM6	TRANSMEM6	777	797	789	YES	0	54	32	13	21	5	Extracellular	0.216	0.249		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM7	TRANSMEM7	827	847	845	YES	0	54	32	13	21	5	Extracellular	0.327	0.397		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM8	TRANSMEM8	1041	1057	1057	YES	0	54	32	13	21	5	Extracellular	0.187	0.207		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM9	TRANSMEM9	1351	1371	1366	YES	0	54	32	13	21	5	Extracellular	0.339	0.466		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM10	TRANSMEM10	1657	1677	1685	YES	0	54	32	13	21	5	Extracellular	0.287	0.433		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM11	TRANSMEM11	1703	1723	1733	YES	0	54	32	13	21	5	Extracellular	0.219	0.452		NO
ABCA1_HUMAN	ABCA1	O95477	ABCA1_HUMAN_TRANSMEM12	TRANSMEM12	1735	1755	1756	YES	0	54	32	13	21	5	Extracellular	0.273	0.42		NO
